"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
1.35;"Modern & Quiet 2bdr Astoria - 2 blocks from Subway";"Michelangelo";"Queens";"Astoria";40.7582;-73.91687;"Entire home/apt";180;3;77;1;254
0.53;"Wyckoff Street Garden Apartment";"Laurence";"Brooklyn";"Gowanus";40.68437;-73.98654;"Entire home/apt";130;5;36;1;224
0.28;"Big specious room is Manhattan!!!";"Lilia";"Manhattan";"Harlem";40.82024;-73.93799;"Private room";52;7;19;8;324
0.0;"XLARGE-Modern-clean master bedroom";"Sergio";"Manhattan";"East Harlem";40.80447;-73.94034;"Private room";50;30;0;5;356
0.24;"Sunny Room near all";"Rani";"Brooklyn";"Bedford-Stuyvesant";40.67769;-73.92303;"Private room";37;25;16;3;179
0.53;"Private Room next to Park - 5 mins to subways!!";"Veronica";"Manhattan";"East Harlem";40.79629;-73.94769;"Private room";85;2;36;1;288
1.13;"Huge Garden Duplex, 20 min Manhattan!";"Julia, Anthony, Apollo & Atlas";"Brooklyn";"Bushwick";40.68626;-73.91324;"Entire home/apt";249;3;76;1;40
2.67;"Beautiful Luxury Room in Central Harlem/Columbia";"Minetta";"Manhattan";"Harlem";40.80419;-73.95582;"Private room";90;4;57;1;74
2.64;"Amazing 550 Sq Ft Studio Apartment.";"Dawn & Vernon";"Brooklyn";"East Flatbush";40.63803;-73.94894;"Entire home/apt";97;3;177;1;272
0.19;"Immaculate 3BR Williamsburg Condo";"Ryan";"Brooklyn";"Greenpoint";40.72575;-73.95231;"Entire home/apt";399;30;13;1;363
1.42;"Super Clean 1 bedroom Upper West Side";"Christine";"Manhattan";"Upper West Side";40.80009;-73.97009;"Entire home/apt";130;1;87;1;5
0.18;"large private bedroom in shared ap";"Alex";"Brooklyn";"Fort Greene";40.68508;-73.97393;"Private room";69;2;12;1;6
1.32;"Huge 2 Bedrooms NYC ";"A";"Queens";"Astoria";40.76266;-73.91451;"Entire home/apt";150;1;89;1;148
3.3;"Spacious Sunny Designer 1 Bedroom in East Village";"Erika";"Manhattan";"East Village";40.72187;-73.98083;"Entire home/apt";150;2;221;1;215
0.45;"FIVE STAR LIGHT-FILLED DUPLEX - PRIVATE DECK";"Graham";"Manhattan";"Kips Bay";40.74423;-73.97614;"Entire home/apt";195;4;30;1;4
0.43;"Charming 1BD Apt in Classy Brownstone by Union Sq";"Otilia";"Manhattan";"Chelsea";40.73925;-73.99359;"Entire home/apt";251;5;26;1;14
0.02;"THE HEART OF COOL WILLIAMSBURG NYC";"Marc";"Brooklyn";"Williamsburg";40.71746;-73.9607;"Entire home/apt";200;1;1;1;320
0.24;"The 'Humphrey Bogart'";"David";"Bronx";"Port Morris";40.80844;-73.92889;"Entire home/apt";140;30;16;1;365
1.31;"Stylish 1 BR Loft Apt Williamsburg";"Sylvana";"Brooklyn";"Williamsburg";40.71688;-73.94584;"Entire home/apt";250;2;88;1;223
3.49;"Couples and Family Paradise.";"Jorge";"Brooklyn";"Cypress Hills";40.68528;-73.87819;"Entire home/apt";80;3;225;2;250
1.27;"Gorgeous Modern Downtown Condo with Stunning Views";"Dave";"Manhattan";"Lower East Side";40.72139;-73.99271;"Entire home/apt";220;2;85;1;305
0.11;"Quiet and Sunny studio in EV";"Pierre";"Manhattan";"East Village";40.72811;-73.98663;"Entire home/apt";170;2;7;1;312
0.43;"Chic & Cheerful Home in Williamsburg, Brooklyn";"Melissa";"Brooklyn";"Williamsburg";40.71367;-73.95673;"Private room";89;1;25;1;78
0.52;"Park Slope Townhouse TOP FLOOR";"Susi";"Brooklyn";"South Slope";40.66579;-73.98991;"Entire home/apt";199;2;31;2;220
1.05;"Lovely & Large Private Queen Bedroom";"Amaya";"Brooklyn";"Bedford-Stuyvesant";40.69484;-73.9342;"Private room";72;5;62;6;140
0.12;"Private Backyard! Beautiful 1BR apartment.";"Maria";"Brooklyn";"Bushwick";40.70022;-73.91441;"Entire home/apt";80;7;6;1;3
2.36;"Big Room by Times Square";"Tino";"Manhattan";"Hell's Kitchen";40.76636;-73.98634;"Private room";99;3;160;1;133
0.38;"BRIGHT AND SPACIOUS 3 BEDROOM WITH GARDEN";"Andres & Mapa";"Brooklyn";"Crown Heights";40.6713;-73.94329;"Entire home/apt";125;30;26;1;264
2.49;"Sunny Midtown NYC Room";"Joseph";"Manhattan";"Upper West Side";40.77021;-73.98721;"Private room";150;1;157;1;365
2.81;"Exposed Brick Wall Bedroom";"Eva";"Manhattan";"SoHo";40.72493;-74.00193;"Private room";106;2;191;1;291
0.3;"AMAZING ONE BEDROOM IN MANHATTAN";"Tammy";"Manhattan";"Harlem";40.81381;-73.94166;"Entire home/apt";250;30;19;1;318
0.24;"Fantastic Williamsburg Waterfront!";"Katie";"Brooklyn";"Williamsburg";40.70978;-73.96854;"Private room";100;3;15;1;358
1.07;"East Village Studio Super location";"Sam";"Manhattan";"East Village";40.72679;-73.98598;"Entire home/apt";120;1;73;1;49
0.11;"Authentic Factory 1BR w/City View";"Vida";"Brooklyn";"Greenpoint";40.72539;-73.94074;"Entire home/apt";149;30;7;52;277
0.87;"East Village Duplex Penthouse";"Rachel";"Manhattan";"East Village";40.7282;-73.98615;"Entire home/apt";480;10;59;1;24
1.25;"Bright & Budget Friendly";"Nancy";"Brooklyn";"Canarsie";40.64605;-73.89382;"Private room";33;5;84;5;295
3.17;"Best of the East Village Cozy 2 Bedroom";"Katya";"Manhattan";"East Village";40.72862;-73.98885;"Entire home/apt";142;1;214;1;242
0.62;"Spacious 1 bed near train!";"Terry & Kristen";"Queens";"Ditmars Steinway";40.77906;-73.91265;"Entire home/apt";135;3;38;1;243
2.45;"Loft 15 - 20 minutes to Manhattan";"Giovani";"Brooklyn";"Bushwick";40.69937;-73.91463;"Entire home/apt";135;3;164;1;325
0.0;"Loft 402 : Photo Studio : Brooklyn";"Harry";"Brooklyn";"Williamsburg";40.71871;-73.96456;"Entire home/apt";350;5;0;1;365
0.59;"1BR near Columbia / Central Park";"Jose";"Manhattan";"Upper West Side";40.79859;-73.96078;"Private room";80;3;38;1;344
4.02;"A Cozy Creative Room for Nomads";"Kalae";"Manhattan";"Upper West Side";40.80168;-73.96253;"Private room";87;2;272;3;133
0.64;"Comfortable Brown Stone apartment ";"Joyce";"Brooklyn";"Crown Heights";40.67468;-73.94184;"Entire home/apt";150;2;43;1;285
2.63;"Williamsburg, prime loction, Brooklyn private room";"Christina";"Brooklyn";"Williamsburg";40.71971;-73.95998;"Private room";79;3;176;1;37
1.38;"nice room in bedstuy A";"Randy";"Brooklyn";"Bedford-Stuyvesant";40.68248;-73.95149;"Private room";60;1;93;15;305
0.77;"Home Sweet Room-HOMEY-Queens NYC!!";"Jacqueline & Tyas";"Queens";"Elmhurst";40.73943;-73.87475;"Private room";45;3;49;3;307
2.0;"Family Friendly Apt in Quiet Building";"Rachel";"Manhattan";"Harlem";40.81402;-73.94358;"Entire home/apt";175;3;136;1;171
0.97;"Cozy & Nice Bedroom in an Apt/NYC.";"Cesar";"Manhattan";"East Harlem";40.78813;-73.94495;"Private room";86;4;37;1;22
0.33;"Spring and Summer in New York - Near Central Park";"Nadia";"Manhattan";"Midtown";40.76663;-73.98069;"Entire home/apt";345;5;19;1;192
0.32;"Luxury Doorman 1BR  Best part of NY";"Pedro";"Manhattan";"Hell's Kitchen";40.76485;-73.98752;"Entire home/apt";250;5;7;1;314
2.39;"Nice & cozy -  15min to Times Square-";"Regina";"Manhattan";"Upper East Side";40.7838;-73.9482;"Private room";90;3;97;3;332
2.27;"3BR in a classic 1925 BK Limestone";"Marietta";"Brooklyn";"Crown Heights";40.66952;-73.94377;"Entire home/apt";150;3;154;1;218
1.89;"NEW YORK CITY HOME in MANHATTAN";"Chris";"Manhattan";"Inwood";40.8639;-73.92808;"Entire home/apt";225;3;127;3;157
0.08;"Sunny Filled Room in Williamsburg";"Barbara";"Brooklyn";"Williamsburg";40.71044;-73.93987;"Private room";80;30;4;2;254
0.19;"Private: The Grey Room";"Thomas";"Manhattan";"Upper East Side";40.76273;-73.95866;"Private room";120;1;12;2;206
2.13;"Private Studio in Private Home";"Dianne";"Bronx";"North Riverdale";40.90804;-73.90005;"Private room";53;2;143;1;263
0.07;"Sunny and spacious 2 BR apartment";"Yolanda";"Brooklyn";"Flatbush";40.63524;-73.96602;"Entire home/apt";115;30;4;1;47
0.26;"West Village Charm and Quiet!";"Brenton";"Manhattan";"SoHo";40.72778;-74.0086;"Entire home/apt";162;2;18;1;247
3.27;"Amazing Downtown With Rooftop";"Jake";"Manhattan";"Chinatown";40.71695;-73.99178;"Entire home/apt";117;5;221;2;163
0.95;"LOVELY 1 BEDROOM APT, BATH + KIT+ LIVING ROOM";"Rosa";"Queens";"Ridgewood";40.70493;-73.90795;"Entire home/apt";75;30;64;1;178
3.25;"Magic Manhattan with Rooftop";"Jake";"Manhattan";"Lower East Side";40.71914;-73.99174;"Entire home/apt";189;5;220;2;271
0.57;"Private room in Manhattan";"Dany";"Manhattan";"Inwood";40.86888;-73.92059;"Private room";45;2;36;2;188
3.7;"Cozy 2BD APT close to subway";"Jennifer";"Brooklyn";"Bedford-Stuyvesant";40.68631;-73.95575;"Entire home/apt";190;2;237;1;266
0.49;"Cozy Private room in Brooklyn";"Kenny And Christine";"Brooklyn";"Bushwick";40.69641;-73.90994;"Private room";79;1;13;2;315
1.07;"☆ DESIGN Spacious ☆ 1 BR Sleeps 4 Brooklyn Museum";"Monica";"Brooklyn";"Crown Heights";40.66687;-73.95619;"Entire home/apt";150;5;68;1;202
1.49;"Front Studio in Loft Apartment - Steiner Studios";"Bradley";"Brooklyn";"Clinton Hill";40.69594;-73.96715;"Entire home/apt";100;2;100;1;280
1.81;"Beautiful Furnished 1 Bedroom apt; Wash Hts";"Todd";"Manhattan";"Inwood";40.86317;-73.92873;"Entire home/apt";115;1;78;1;93
0.55;"2 BR apt in East Village w private patio";"Michael";"Manhattan";"East Village";40.73003;-73.98576;"Entire home/apt";300;2;17;2;169
0.42;"Room in Manhattan! 15min=TimeSquare";"Jack Andrew";"Manhattan";"Harlem";40.82475;-73.94842;"Private room";39;12;26;3;155
0.3;"Sunny Duplex on Prospect Park";"Paul";"Brooklyn";"Windsor Terrace";40.65391;-73.97401;"Entire home/apt";200;4;20;1;279
0.46;"Charming bedroom on the Upper West";"Deda";"Manhattan";"Upper West Side";40.80034;-73.96638;"Private room";105;1;31;2;365
0.11;"1BD Modern Contemporary in Williamsburg";"Helene & Michael";"Brooklyn";"Williamsburg";40.71491;-73.94864;"Private room";85;2;7;1;207
0.36;"Luxurious Chelsea Apt with Terrace";"Yonathan";"Manhattan";"Chelsea";40.73985;-74.00138;"Entire home/apt";320;30;24;1;66
0.56;"Entire studio with backyard, Close to subway!!!";"Mirlet";"Queens";"Astoria";40.7582;-73.92811;"Entire home/apt";149;3;19;2;291
0.41;"Sunny Private Studio With Backyard Close 2 Subway!";"Mirlet";"Queens";"Long Island City";40.75832;-73.92874;"Private room";72;3;26;2;307
0.89;"1BR in HARLEM...SUNNY & SPACIOUS";"Brooklyn";"Manhattan";"Harlem";40.81639;-73.94085;"Entire home/apt";115;7;57;1;125
1.37;"Art Boutique 2BR Suite at JFK Airport";"Jay";"Queens";"St. Albans";40.70039;-73.75233;"Entire home/apt";325;3;82;2;359
1.7;"Room B";"Susan";"Brooklyn";"Sunset Park";40.64532;-74.02063;"Private room";32;1;111;5;208
1.1;"Boutique Hip Hotel Feel, WiFi, NetFlix, Private";"Marvin";"Manhattan";"Harlem";40.81728;-73.94583;"Entire home/apt";95;4;72;1;11
1.71;"East Village 2 Bed 2 Floor Luxury Apartment";"Rafael";"Manhattan";"East Village";40.72635;-73.97595;"Entire home/apt";290;1;114;1;157
0.99;"Private room  D";"Susan";"Brooklyn";"Dyker Heights";40.6283;-74.01608;"Private room";30;1;67;5;150
0.37;"Cute East Village 1 Bedroom Apt";"Angelita";"Manhattan";"East Village";40.72782;-73.98095;"Entire home/apt";140;5;25;1;13
1.4;"Your Living Room is the UES";"Todd";"Manhattan";"Upper East Side";40.76749;-73.95533;"Private room";80;24;89;1;146
0.5;"Bushwick Calabrese Abode";"Stella";"Brooklyn";"Bushwick";40.68673;-73.91024;"Private room";50;2;2;1;35
0.55;"Clean, spacious entire 1br in NYC!";"Andrey";"Manhattan";"Midtown";40.76326;-73.98165;"Entire home/apt";395;5;37;2;350
1.39;"Bushwick Artist Loft - Awesome Room";"Tom & Lily";"Brooklyn";"Bushwick";40.70781;-73.92184;"Private room";79;1;89;3;310
3.13;"Cozy Room in Family Home..BKLYN!!!";"Olabimpe";"Brooklyn";"Bedford-Stuyvesant";40.68671;-73.93346;"Private room";52;2;203;1;323
1.09;"1 BR in LES. Heart of New York City";"Helena";"Manhattan";"Lower East Side";40.72148;-73.98823;"Private room";98;4;67;3;102
2.98;"Nice modern room by Prospect Park!";"Noel And Patricia";"Brooklyn";"Flatbush";40.65398;-73.96139;"Private room";57;2;199;1;265
0.06;"Sunny top floor apartment in Clinton Hill";"Nichola";"Brooklyn";"Fort Greene";40.69767;-73.97137;"Entire home/apt";120;2;4;1;42
0.9;"Charming studio upper east side NYC";"Candace";"Manhattan";"Upper East Side";40.77376;-73.95343;"Entire home/apt";125;5;54;2;274
0.19;"Lovely designer's studio";"Gigi";"Brooklyn";"Fort Greene";40.6856;-73.97418;"Private room";89;90;13;1;101
3.37;"Garden Oasis, Williamsburg!";"Mike";"Brooklyn";"Williamsburg";40.71589;-73.95534;"Entire home/apt";164;1;200;2;208
3.2;"Rancho Deluxe, Williamsburg!";"Mike";"Brooklyn";"Williamsburg";40.71542;-73.95652;"Entire home/apt";210;1;215;2;224
0.12;"Spacious Upper West side 2 bedroom apartment";"Connie";"Manhattan";"Upper West Side";40.79053;-73.96956;"Entire home/apt";199;5;8;1;9
0.12;"PRIVATE ROOM in Peacuful 2-Bedroom";"Mike";"Manhattan";"East Harlem";40.79981;-73.94048;"Private room";75;7;7;3;328
0.62;"Great location in the East Village";"Steve";"Manhattan";"East Village";40.72829;-73.98907;"Private room";69;13;42;1;84
0.09;"Charming Jr. 1 bedroom Midtown";"Chun";"Manhattan";"Midtown";40.75184;-73.97199;"Entire home/apt";106;7;3;1;4
3.42;"�?��? 2 Beds Option + Private Bath, Sunshine Bushwick";"Mia";"Brooklyn";"Bushwick";40.6922;-73.92399;"Private room";60;2;226;2;164
0.67;"Beautiful Penthouse Apartment";"Anthony";"Manhattan";"Kips Bay";40.74282;-73.9803;"Private room";75;30;42;26;345
0.21;"Sunny Place in Cool Hood";"Jason";"Brooklyn";"Crown Heights";40.67659;-73.95608;"Entire home/apt";88;2;14;1;16
0.31;"Cozy room in NYC 5";"Lilia";"Manhattan";"Harlem";40.82078;-73.93771;"Private room";45;4;19;8;42
0.1;"One  Room in Lovely Zen House";"Kat";"Queens";"Forest Hills";40.71215;-73.85356;"Private room";55;15;6;1;255
0.55;"Your private space in Brooklyn";"Frank";"Brooklyn";"Williamsburg";40.71524;-73.94299;"Private room";45;1;17;1;354
2.0;"New 1BR + 1BA with Private Entrance";"Jullien";"Brooklyn";"Bedford-Stuyvesant";40.67828;-73.92965;"Private room";80;3;130;3;220
2.85;"Classic Chelsea Brownstone 1 Bedroom";"Wade";"Manhattan";"Chelsea";40.74374;-74.00044;"Entire home/apt";199;2;177;2;112
2.22;"Inspiring spacious loft space";"Katja";"Brooklyn";"Williamsburg";40.71955;-73.96049;"Private room";94;2;129;1;188
0.5;"Brooklyn garden 2 bedroom";"Wendy";"Brooklyn";"Boerum Hill";40.6863;-73.98572;"Entire home/apt";400;5;34;3;333
0.14;"Room in a lovely 2br apartment - East Williamsburg";"Silvia";"Brooklyn";"Williamsburg";40.70731;-73.94344;"Private room";60;7;5;1;3
0.46;"Cozy Studio in Murray Hill";"Lala";"Manhattan";"Murray Hill";40.75053;-73.97747;"Entire home/apt";175;2;31;1;33
0.14;"Sunny & Bright Bohemian 2BR XL Loft";"Vida";"Brooklyn";"Greenpoint";40.72532;-73.93992;"Entire home/apt";199;30;8;52;308
0.65;"Delicious & Airy Apt in Landmark Brownstone";"Subhana";"Brooklyn";"Bedford-Stuyvesant";40.68637;-73.9417;"Entire home/apt";151;2;43;1;220
0.07;"Lower East Side Haven on Ludlow St";"Kate";"Manhattan";"Lower East Side";40.71715;-73.98936;"Entire home/apt";110;8;5;1;333
0.92;"Charming, sunny oasis";"Nadine";"Brooklyn";"Bedford-Stuyvesant";40.68171;-73.92085;"Entire home/apt";110;10;58;1;282
3.11;"Spacious 3BD/2BA - Parking Included";"Nancy";"Brooklyn";"Bedford-Stuyvesant";40.69142;-73.93481;"Entire home/apt";177;3;209;2;237
0.01;"Huge, gorgeous apt in Harlem, NYC";"Aktina";"Manhattan";"Harlem";40.81286;-73.94385;"Entire home/apt";150;14;1;1;35
0.85;"Comfy & Spacious Room next to the Subway/Metro";"Jenny";"Bronx";"Longwood";40.82347;-73.89495;"Private room";65;4;26;2;7
0.86;"STYLISH NYC OASIS NEAR CENTRAL PARK";"Rt";"Manhattan";"Upper West Side";40.80033;-73.96509;"Entire home/apt";150;90;54;1;153
0.0;"Live like a native";"Chris";"Brooklyn";"Bedford-Stuyvesant";40.68773;-73.9452;"Private room";100;1;0;1;220
1.37;"Private Deck 2 Bedroom+2 Bath East Village";"Jeni";"Manhattan";"East Village";40.72247;-73.97923;"Entire home/apt";299;28;92;1;14
3.38;"Penthouse With Private Roof Deck";"Patrick";"Manhattan";"East Village";40.72864;-73.98216;"Private room";109;7;130;1;78
1.93;"Private Parlour Floor";"Lorna";"Brooklyn";"Clinton Hill";40.68041;-73.95838;"Entire home/apt";99;4;74;1;261
0.82;"West Village Wonder -spacious 1 bed";"Owen";"Manhattan";"West Village";40.73552;-74.00716;"Entire home/apt";239;4;52;1;84
0.8;"Beautiful renovated 1 bedroom Apt.";"Edgar";"Brooklyn";"Gowanus";40.66983;-73.9904;"Entire home/apt";124;4;52;1;147
0.96;"SALE- 2 BEDS, IN PRIVATE BEDROOM NEAR MANHATTAN!";"C S";"Brooklyn";"Flatbush";40.64717;-73.96189;"Private room";69;1;64;3;362
1.12;"GREAT in CHELSEA:  JUST SEE REVIEWS";"Joseph";"Manhattan";"Chelsea";40.74611;-74.00014;"Entire home/apt";220;7;55;1;13
0.0;"Large BR in a 3BR apartment";"Cagil";"Brooklyn";"Prospect Heights";40.67321;-73.96514;"Private room";75;1;0;1;188
0.31;"Sunny Chelsea 1 B.R. Hi Line, Washer/Dryer, 3 Beds";"Michael";"Manhattan";"Chelsea";40.74978;-73.99686;"Entire home/apt";139;90;20;19;219
1.01;"Hidden gem in Fort Greene";"Brian";"Brooklyn";"Fort Greene";40.69286;-73.96993;"Entire home/apt";100;4;45;1;190
4.64;"Nice bedroom";"Robert";"Queens";"Ridgewood";40.70716;-73.89906;"Private room";60;1;275;2;329
1.56;"*Upper East Side Cozy 1 Bedroom*";"Ro";"Manhattan";"Upper East Side";40.76352;-73.95548;"Entire home/apt";135;4;105;1;267
1.14;"Big Room near Prospect Park.";"Sasha";"Brooklyn";"Flatbush";40.63832;-73.96769;"Private room";50;5;77;1;33
0.95;"Historic Townhouse 3bed 2bath * 1 block to subway";"Jenny And Mark";"Brooklyn";"Bushwick";40.69067;-73.92207;"Entire home/apt";350;2;6;2;99
0.41;"Private Furnished Studio Apartment";"Jessica";"Manhattan";"Upper East Side";40.77452;-73.94951;"Entire home/apt";150;30;26;1;269
0.16;"Stunning UWS studio private room;";"Victoria";"Manhattan";"Upper West Side";40.77747;-73.98095;"Private room";150;3;10;1;42
0.02;"Central Park West Studio Value";"Dana";"Manhattan";"Upper West Side";40.78835;-73.9681;"Entire home/apt";200;30;1;1;365
0.89;"SPACIOUS APT BK/QUEENS w/BACKYARD!";"Alex";"Queens";"Ridgewood";40.70988;-73.90845;"Entire home/apt";99;2;57;1;42
1.37;"Private Room with Plush Queen Bed";"Adriano";"Brooklyn";"Bushwick";40.69472;-73.92874;"Private room";65;3;87;2;305
0.1;"Entire 2 BED APARTMENT - WILLIAMSBURG- Best Price";"Gianni";"Brooklyn";"Williamsburg";40.70765;-73.94821;"Entire home/apt";210;3;7;2;343
0.14;"Industrial Modernism Flex 2br Loft!";"Vida";"Brooklyn";"Greenpoint";40.72587;-73.94138;"Entire home/apt";159;30;5;52;338
1.11;"Private Single Room Steps to Subway";"Adriano";"Brooklyn";"Bedford-Stuyvesant";40.69193;-73.9274;"Private room";55;3;70;2;285
0.06;"Fabulous City View Studio Loft";"Vida";"Brooklyn";"Greenpoint";40.72546;-73.94136;"Entire home/apt";129;30;4;52;322
0.32;"Sunny Private room in Brooklyn";"Kenny And Christine";"Brooklyn";"Bushwick";40.69636;-73.91138;"Private room";79;1;20;2;285
0.27;"UWS 1BR w/backyard + block from CP";"Jay And Liz";"Manhattan";"Upper West Side";40.77782;-73.97848;"Entire home/apt";6000;14;17;1;359
0.69;"PRIVATE studio/not shared/ SAFE/ CLEAN/Affordable";"Debbie";"Queens";"Maspeth";40.72675;-73.90522;"Entire home/apt";64;3;7;1;333
1.07;"Williamsburg. By Bedford L train";"De";"Brooklyn";"Williamsburg";40.71872;-73.95496;"Private room";110;10;72;1;42
1.12;"Nice Modern Mirrored Room in NYC";"Kevin";"Manhattan";"Harlem";40.82532;-73.94992;"Private room";55;14;66;1;17
0.21;"No security req,great price,new queen bed!";"Miguel";"Brooklyn";"Bedford-Stuyvesant";40.68162;-73.94848;"Private room";55;5;8;1;270
0.26;"Large 1 bedroom apartment next to Prospect Park";"Mal";"Brooklyn";"Windsor Terrace";40.65022;-73.97247;"Entire home/apt";130;29;16;1;217
3.05;"Renting apt for a weekend getaway";"Jochy";"Manhattan";"Washington Heights";40.83454;-73.94224;"Entire home/apt";100;1;205;1;1
1.68;"Refreshingly Peaceful Room in Prime Williamsburg";"Andrew";"Brooklyn";"Williamsburg";40.71258;-73.96392;"Private room";100;5;44;1;41
5.26;"Affordable, Private, Simple & Clean NYC Flat!";"Christina";"Manhattan";"Harlem";40.82029;-73.93861;"Entire home/apt";80;1;353;1;258
0.06;"Beautiful Central Park Apartment";"Cody";"Manhattan";"Upper West Side";40.78881;-73.98116;"Entire home/apt";200;6;4;2;364
1.74;"Artist Loft Studio close to all";"Julian";"Queens";"Long Island City";40.76304;-73.92777;"Entire home/apt";120;3;80;2;69
3.29;"Spacious Suite in Midtown West/Times sq.";"Stephen";"Manhattan";"Hell's Kitchen";40.76466;-73.99325;"Private room";180;3;191;1;161
0.07;"2BR XL Industrial Factory Loft";"Vida";"Brooklyn";"Greenpoint";40.72552;-73.94195;"Entire home/apt";199;30;4;52;365
0.06;"Charming 1br loft in Brooklyn";"Vida";"Brooklyn";"Greenpoint";40.72722;-73.94167;"Entire home/apt";149;30;4;52;343
0.59;"GREAT COZY APT";"Hb";"Manhattan";"Harlem";40.81143;-73.94248;"Entire home/apt";98;8;37;1;170
0.52;"Sun-drenched 2 Bedroom Penthouse";"Matthew";"Manhattan";"East Village";40.72476;-73.97643;"Entire home/apt";250;4;34;2;239
0.73;"Studio 1 block from subway, 10min to Manhattan!";"Mary";"Brooklyn";"Williamsburg";40.71558;-73.94355;"Entire home/apt";149;2;49;1;171
1.93;"Artistic Studio Apartment";"Tico";"Brooklyn";"Bedford-Stuyvesant";40.68409;-73.95402;"Entire home/apt";85;3;122;1;41
0.16;"Nice room in Astoria, Queens, NYC";"Don Luis";"Queens";"Astoria";40.77073;-73.93229;"Private room";47;5;11;3;162
